BoxOfficeClass,Competition,MPAARating,OriginalScreePlay,ShortStroyline,YearEnd,YEAR,StarValue_Producer,StarValue_Director,StartValue_Cast,SpecialEffects,MovieLength_I,MovieID,MaxScreenCount,GrossBoxOffice,Genre_Western,Genre_War,Genre_Thriller,Genre_Sport,Genre_SciFi,Genre_Romance,Genre_Other,Genre_Mystery,Genre_Musical,Genre_Horror,Genre_History,Genre_Fantasy,Genre_Family,Genre_Drama,Genre_Crime,Genre_Comedy,Genre_Biography,Genre_Animation,Genre_Adventure,Genre_Action,EstimatedBudget_I
9-Nine,Med,PG13,No,"An ancient Ring thought lost for centuries has been found, and through a strange twist in fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it! However he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir and his three Hobbit friends Merry, Pippin and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign!",12/31/2001,2001,4,4,4,5,178,12332,3381,870761744,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,93000000
9-Nine,Med,G,No,"A clown fish named Marlin living in the Great Barrier Reef loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. So, while Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbor. While the two are doing this, Nemo and the other sea animals in the dentist's fish tank plot a way to return to Sydney Harbor to live their lives free again.",12/31/2003,2003,3,4,3,4,100,11858,3425,864625978,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,94000000
9-Nine,High,PG13,Yes,"A youth chooses manhood. The week Sam Witwicky starts college, the Decepticons make trouble in Shanghai. A presidential envoy believes it's because the Autobots are around; he wants them gone. He's wrong: the Decepticons need access to Sam's mind to see some glyphs imprinted there that will lead them to a fragile object that, when inserted in an alien machine hidden in Egypt for centuries, will give them the power to blow out the sun. Sam, his girlfriend Mikaela, and Sam's parents are in danger. Optimus Prime and Bumblebee are Sam's principal protectors. If one of them goes down, what becomes of Sam?",12/31/2009,2009,3,4,4,5,150,10273,4293,836297228,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,200000000
9-Nine,Med,PG13,No,"Based on Marvel Comics' superhero character, this is a story of Peter Parker who is a nerdy high-schooler. He was orphaned as a child, bullied by jocks, and can't confess his crush for his stunning neighborhood girl Mary Jane Watson. To say his life is ""miserable"" is an understatement. But one day while on an excursion to a laboratory a runaway radioactive spider bites him... and his life changes in a way no one could have imagined. Peter acquires a muscle-bound physique, clear vision, ability to cling to surfaces and crawl over walls, shooting webs from his wrist ... but the fun isn't going to last. An eccentric millionaire Norman Osborn administers a performance enhancing drug on himself and his maniacal alter ego Green Goblin emerges. Now Peter Parker has to become Spider-Man and take Green Goblin to the task... or else Goblin will kill him. They come face to face and the war begins in which only one of them will survive at the end.",12/31/2002,2002,3,3,4,5,121,12297,3876,821708551,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,139000000
9-Nine,Med,PG13,Yes,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible-inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.",12/31/2010,2010,2,4,4,5,148,10049,3792,820186685,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,160000000
9-Nine,High,PG13,No,"Peter Parker is an unhappy man: after two years of fighting crime as Spider-Man, his life has begun to fall apart. The girl he loves is engaged to someone else, his grades are slipping, he cannot keep any of his jobs, and on top of it, the newspaper Daily Bugle is attacking him viciously, claiming that Spider-Man is a criminal. He reaches the breaking point and gives up the crime fighter's life, once and for all. But after a failed fusion experiment, eccentric and obsessive scientist Dr. Otto Octavius is transformed into super villain Doctor Octopus, Doc Ock for short, having four long tentacles as extra hands. Peter guesses it might just be time for Spider-Man to return, but would he act upon it?",12/31/2004,2004,4,4,4,5,127,11594,4166,783766341,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,200000000
9-Nine,High,PG,No,"Harry Potter is having a tough time with his relatives (yet again). He runs away after using magic to inflate Uncle Vernon's sister Marge who was being offensive towards Harry's parents. Initially scared for using magic outside the school, he is pleasantly surprised that he won't be penalized after all. However, he soon learns that a dangerous criminal and Voldemort's trusted aide Sirius Black has escaped from the Azkaban prison and wants to kill Harry to avenge the Dark Lord. To worsen the conditions for Harry, vile shape-shifters called Dementors are appointed to guard the school gates and inexplicably happen to have the most horrible effect on him. Little does Harry know that by the end of this year, many holes in his past (whatever he knows of it) will be filled up and he will have a clearer vision of what the future has in store...",12/31/2004,2004,3,4,4,5,141,11663,3855,761300818,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,130000000
9-Nine,Med,R,Yes,"6 months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance. Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source. Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",12/31/2003,2003,4,4,4,5,138,12039,3603,737600000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,127000000
9-Nine,Med,PG,No,"When the Pevensie family are evacuated out to the country, they are unaware of the adventure they will encounter. During a game of hide and seek, the youngest daughter, Lucy (Henley) discovers a wardrobe which transports her to the land of Narnia. Covered in snow, Narnia is full of weird and wonderful creatures, but is watched over by the evil White Witch, Jadis (Swinton). When all four Pevensie children end up through the wardrobe, they discover that it was meant to be, as two daughters of Eve and two sons of Adam must join with the mighty lion, Aslan (Neeson) to defeat the evil White Witch.",12/31/2005,2005,2,2,3,5,143,11365,3853,718262636,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,180000000
9-Nine,Med,PG13,No,"A long time ago, far away on the planet of Cybertron, a war was being waged between the noble Autobots (led by the wise Optimus Prime) and the devious Decepticons (commanded by the dreaded Megatron) for control over the Allspark, a mystical talisman that would grant unlimited power to whoever possessed it. The Autobots managed to smuggle the Allspark off the planet, but Megatron blasted off in search of it. He eventually tracked it to the planet of Earth (circa 1850), but his reckless desire for power sent him right into the Arctic Ocean, and the sheer cold forced him into a paralyzed state. His body was later found by Captain Archibald Witwicky, and before going into a comatose state Megatron used the last of his energy to engrave a map, showing the location of the Allspark, into the Captain's glasses, and send a transmission to Cybertron. He is then carted away by the Captain's ship. A century later...",12/31/2007,2007,3,4,4,5,144,11033,4011,706471251,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,151000000
9-Nine,Med,PG13,No,"This swash-buckling tale follows the quest of Captain Jack Sparrow, a savvy pirate, and Will Turner, a resourceful blacksmith, as they search for Elizabeth Swann. Elizabeth, the daughter of the governor and the love of Will's life, has been kidnapped by the feared Captain Barbossa. Little do they know, but the fierce and clever Barbossa has been cursed. He, along with his large crew, are under an ancient curse, doomed for eternity to neither live, nor die. That is, unless a blood sacrifice is made.",12/31/2003,2003,4,4,4,5,143,11552,3416,652100000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,140000000
9-Nine,High,G,No,"Woody, Buzz and the whole gang are back. As their owner Andy prepares to depart for college, his loyal toys find themselves in daycare where untamed tots with their sticky little fingers do not play nice. So, it's all for one and one for all as they join Barbie's counterpart Ken, a thespian hedgehog named Mr. Pricklepants and a pink, strawberry-scented teddy bear called Lots-o'-Huggin' Bear to plan their great escape.",12/31/2010,2010,2,3,4,5,103,10921,4028,635700000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,200000000
9-Nine,High,PG,No,"It's the story about a lazy, irreverent slacker panda, named Po, who is the biggest fan of Kung Fu around...which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of Kung Fu and studies alongside his idols, the legendary Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. Can he turn his dreams of becoming a Kung Fu master into reality? Po puts his heart - and his girth - into the task, and the unlikely hero ultimately finds that his greatest weaknesses turn out to be his greatest strengths.",12/31/2008,2008,2,3,3,4,92,10902,4136,631744560,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,130000000
9-Nine,High,PG,Yes,"Mr. Incredible (A.K.A. Bob Parr), and his wife Helen (A.K.A. Elastigirl), are the world's greatest famous crime-fighting superheroes in Metroville. Always saving lives and battling evil on a daily basis. But fifteen years later, they have been forced to adopt civilian identities and retreat to the suburbs where they have no choice but to retire of being a superhero and force to live a ""normal life"" with their three children Violet, Dash and Jack-Jack (who were secretly born with superpowers). Itching to get back into action, Bob gets his chance when a mysterious communication summons him to a remote island for a top secret assignment. He soon discovers that it will take a super family effort to rescue the world from total destruction.",12/31/2004,2004,4,4,3,5,115,11586,3933,631442092,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,92000000
9-Nine,Med,PG13,Yes,"The powerful superhero John Hancock has become a joke because of his alcoholism and clumsiness. He has also become the most hated man in Los Angeles. Though he has saved many lives, he also destroyed a lot of property, costing the city millions every time he goes into action. When he saves the life of PR expert Ray Embrey from an oncoming train, the executive is thankful and believes he can restore Hancock's image as a true superhero. He brings the anti-hero home for dinner and introduces him to his son Aaron, a big fan, and to his wife, Mary. But for some mysterious reason Mary doesn't want Hancock anywhere near her or her family.",12/31/2008,2008,3,3,5,5,92,10866,3965,624386746,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,150000000
9-Nine,Med,PG13,No,"Set on a colorful Greek island, the plot serves as a background for a wealth of ABBA songs. A young woman about to be married discovers that any one of three men could be her father. She invites all three to the wedding without telling her mother, Donna, who was once the lead singer of Donna and the Dynamos. In the meantime, Donna has invited her backup singers, Rosie and Tanya.",12/31/2008,2008,2,3,3,4,108,10556,3194,602609487,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,52000000
9-Nine,High,PG13,No,"James Bond goes on his first ever mission as a 00. Le Chiffre is a banker to the world's terrorists. He is participating in a poker game at Montenegro, where he must win back his money, in order to stay safe among the terrorist market. The boss of MI6, known simply as M sends Bond, along with Vesper Lynd to attend this game and prevent Le Chiffre from winning. Bond, using help from Felix Leiter, Mathis and having Vesper pose as his wife, enters the most important poker game in his already dangerous career. But if Bond defeats Le Chiffre, will he and Vesper Lynd remain safe?",12/31/2006,2006,3,4,4,4,144,11243,3443,594239066,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,150000000
9-Nine,High,PG13,No,"Ray Ferrier is a dock worker who is finishing a night of work in the morning, because he works the night shift. But when he gets home his young daughter Rachel and teenage son Robbie are staying with him at his house in Bayonne, New Jersey, while his pregnant ex-wife Mary Anne and her new husband Tim visit her parents in Boston for the weekend. But then the unthinkable and, ultimately, the unexpected happens to him in an extraordinary sense! Witnessing, and barely escaping the horror, first-hand, it's up to Ray to protect his two kids from terrorist and races up to Boston before one of them gets murdered by a large tripod machine in its path!",12/31/2005,2005,2,4,4,5,116,11086,3910,588929061,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,132000000
9-Nine,High,PG13,Yes,"Is there solace in revenge? Bond and ""M"" sniff a shadowy international network of power and corruption reaping billions. As Bond pursues the agents of an assassination attempt on ""M,"" all roads lead to Dominic Greene, a world-renowned developer of green technology. Greene, a nasty piece of work, is intent on securing a barren area of Bolivia in exchange for assisting a strongman stage a coup there. The CIA looks the other way, and only Bond, with help from a retired spy and from a mysterious beauty, stands in Greene's way. ""M"" wonders if she can trust Bond, or if vengeance possesses him. Beyond that, can anyone drawn to Bond live to tell the tale?",12/31/2008,2008,3,3,4,4,106,10487,3501,575952505,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,200000000
9-Nine,Med,PG,No,"In New York, unemployed and divorced Larry Daley is a complete loser. His son Nick is very disappointed with his father who is going to be evicted. Larry accepts the job of night watchman in the Museum of Natural History and takes the place of three old security guards that have just retired in order to raise some money and pay his bills. On his first shift, Larry soon realizes that everything at the museum is not as it seems as the statues begin to come to life after the sun sets. The Museum transforms into complete chaos with the inexperienced Larry in charge as he learns that an old Egyptian stone that came to the Museum in 1950 brings these statues to life until dawn. When Larry brings his son to spend a night with him, the three old guards break into the Museum to try to steal the magical stone. Larry organizes all the historic characters to help him stop the criminals and save the museum.",12/31/2006,2006,2,4,4,5,108,10710,3768,574480841,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,110000000
9-Nine,Med,PG13,No,"IMF agent Ethan Hunt has been sent on a mission to retrieve and destroy the supply of a genetically created disease called 'Chimera'. His mission is made impossible due to the fact that he is not the only person after samples of the disease. He must also contest with a gang of international terrorists headed by a turned bad former IMF agent who has already managed to steal the cure called 'Bellerophon' and now need 'Chimera' to complete their grand plan of infecting the whole world. In order to infiltrate and locate the terrorist group he relies on the help of an international thief Nyah of whom he quickly develops a love interest. Time is not only running out for Agent Hunt to find and destroy 'Chimera' before the terrorists get their hands on it, but he must also find 'Bellerophon' so as to save his love interest who has already become infected by the disease from a terrible and rapid death.",12/31/2000,2000,3,3,4,5,123,12330,3669,565400000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,125000000
9-Nine,Med,PG13,No,"Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious, but once they reach it, they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love, Jack Driscoll must travel through the jungle looking for Kong and Ann, whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind.",12/31/2005,2005,2,4,3,5,187,11393,3576,550517357,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,207000000
9-Nine,High,G,No,"In a distant, but not so unrealistic future, where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"" EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but true to his love, he protects her from wind, rain, and lightning...",12/31/2008,2008,2,4,2,5,98,10403,3992,534767889,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,180000000
9-Nine,Med,PG13,No,"Homer adopts a pig who's run away from Krusty Burger after Krusty tried to have him slaughtered, naming the pig ""Spider Pig."" At the same time, the lake is protected after the audience sink the barge Green Day are on with garbage after they mention the environment. Meanwhile, Spider Pig's waste has filled up a silo in just 2 days, apparently with Homer's help. Homer can't get to the dump quickly so dumps the silo in the lake, polluting it. Russ Cargill, the villainous boss of the EPA, gives Arnold Schwarzenegger 5 options, forcing him to choose 4 (which is, unfortunately, to destroy Springfield) and putting a dome over Springfield to prevent evacuation. Homer, however, has escaped, along with his family. Can he stop the evil Cargill from annihilating his home town, and his family, who have been forced to return to Springfield?",12/31/2007,2007,2,2,4,4,87,10768,3926,526745137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,75000000
9-Nine,Med,PG13,No,"Having given permission to male nurse Greg Focker to marry his daughter, ex-CIA man Jack Byrnes and his wife travel to Miami to Greg's parents, who this time around are Mr. and Mrs. Focker, who are as different from them as can be. As asked in the first movie, what sort of people name their son Gaylord M. Focker?",12/31/2004,2004,3,3,4,3,115,11731,3554,516642939,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80000000
9-Nine,Med,R,No,"It is the year 1250 B.C. during the late Bronze age. Two emerging nations begin to clash after Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans. But they come to a stop by Hector, Prince of Troy. The whole movie shows their battle struggles, and the foreshadowing of fate in this remake by Wolfgang Petersen of Homer's ""The Iliad.""",12/31/2004,2004,2,4,4,4,163,11507,3411,497409852,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,175000000
9-Nine,Med,PG13,No,"Bruce Nolan, a television reporter in Buffalo, N.Y., is discontented with almost everything in life despite his popularity and the love of his girlfriend Grace . At the end of the worst day of his life, Bruce angrily ridicules and rages against God and God responds. God appears in human form and, endowing Bruce with divine powers, challenges Bruce to take on the big job to see if he can do it any better.",12/31/2003,2003,4,4,4,4,101,11603,3549,484572835,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,81000000
9-Nine,Med,PG,No,"When Willy Wonka decides to let five children into his chocolate factory, he decides to release five golden tickets in five separate chocolate bars, causing complete mayhem. The tickets start to be found, with the fifth going to a very special boy, called Charlie Bucket. With his Grandpa, Charlie joins the rest of the children to experience the most amazing factory ever. But not everything goes to plan within the factory.",12/31/2005,2005,4,4,4,4,115,11336,3790,474968763,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,150000000
